Epoch 1 cost 995.3172342777252 s.
Epoch 2 cost 1028.70587682724 s.
Epoch 3 cost 1035.874263048172 s.
Epoch 4 cost 921.3993849754333 s.
Epoch 5 cost 903.910728931427 s.
Epoch 6 cost 907.9095969200134 s.
Epoch 7 cost 900.7320849895477 s.
Epoch 8 cost 896.8046939373016 s.
Epoch 9 cost 1009.7434468269348 s.
Epoch 10 cost 1004.5360608100891 s.
Epoch 11 cost 893.3420498371124 s.
Epoch 12 cost 1010.5208029747009 s.
Epoch 13 cost 1011.7093708515167 s.
Epoch 14 cost 1017.6054990291595 s.
Epoch 15 cost 960.0399839878082 s.
Epoch 16 cost 901.2636971473694 s.
Epoch 17 cost 944.4746873378754 s.
Epoch 18 cost 909.8617737293243 s.
Epoch 19 cost 906.2295060157776 s.
Epoch 20 cost 998.4718859195709 s.
Epoch 21 cost 902.9508130550385 s.
Epoch 22 cost 1016.7652406692505 s.
Epoch 23 cost 968.9264199733734 s.
Epoch 24 cost 1092.9892718791962 s.
Epoch 25 cost 1976.9570169448853 s.
Epoch 26 cost 876.2760000228882 s.
