Epoch 1 cost 1395.8599202632904 s.
Epoch 2 cost 1401.652376651764 s.
Epoch 3 cost 1406.8677937984467 s.
Epoch 4 cost 1410.5943582057953 s.
Epoch 5 cost 1380.4962158203125 s.
Epoch 6 cost 1384.8475258350372 s.
Epoch 7 cost 1370.8383762836456 s.
Epoch 8 cost 1378.0790066719055 s.
Epoch 9 cost 1380.61483335495 s.
Epoch 10 cost 1382.6947538852692 s.
Epoch 11 cost 1408.9588866233826 s.
Epoch 12 cost 1412.4176633358002 s.
Epoch 13 cost 1414.0047941207886 s.
Epoch 14 cost 1416.9142365455627 s.
Epoch 15 cost 1418.9209296703339 s.
Epoch 16 cost 1418.7505168914795 s.
Epoch 17 cost 1410.23361992836 s.
Epoch 18 cost 1401.1717195510864 s.
Epoch 19 cost 1400.7856884002686 s.
Epoch 20 cost 1404.4086887836456 s.
Epoch 21 cost 1412.7511513233185 s.
Epoch 22 cost 1398.1423289775848 s.
Epoch 23 cost 1392.4879567623138 s.
Epoch 24 cost 1395.4540860652924 s.
Epoch 25 cost 1389.2176599502563 s.
Epoch 26 cost 1387.1841595172882 s.
Epoch 27 cost 1389.7640852928162 s.
Epoch 28 cost 1396.4152460098267 s.
Epoch 29 cost 1401.5785501003265 s.
Epoch 30 cost 1404.1730222702026 s.
